Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth,SBP_Ground_Truth,DBP_Ground_Truth,Body_Temperature_Ground_Truth,Respiratory_Rate_Ground_Truth,HR_Ground_Truth
0.0000,82916,106638,75,2662,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0025,82916,106621,73,2440,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0050,82914,106631,83,1644,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0075,82907,106625,74,509,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0100,82902,106630,85,144,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0125,82911,106636,91,34,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0150,82907,106631,101,637,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0175,82894,106625,103,2154,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0200,82903,106636,92,2547,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0225,82913,106639,93,2248,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0250,82912,106642,86,1619,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0275,82904,106641,92,524,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0300,82915,106643,104,146,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0325,82922,106644,88,26,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0350,82911,106644,102,522,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0375,82913,106646,85,2052,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0400,82910,106657,91,2512,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0425,82900,106650,94,2220,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0450,82917,106662,85,1432,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0475,82908,106652,93,387,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0500,82913,106647,95,108,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0525,82904,106647,89,22,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0550,82912,106647,94,543,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0575,82914,106654,88,1986,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0600,82911,106655,104,2436,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0625,82911,106649,89,2222,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0650,82914,106649,95,1090,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0675,82924,106657,87,384,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0700,82909,106663,102,60,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0725,82907,106653,93,28,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0750,82909,106638,97,1201,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0775,82914,106662,106,2120,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0800,82919,106670,90,2469,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0825,82922,106645,86,2030,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0850,82915,106657,87,805,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0875,82909,106652,88,246,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0900,82914,106651,92,41,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0925,82916,106651,98,16,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0950,82930,106660,92,1184,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.0975,82924,106670,91,2444,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1000,82917,106670,85,3292,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1025,82918,106664,98,3306,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1050,82912,106658,91,2636,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1075,82915,106666,91,2185,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1100,82921,106667,74,1655,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1125,82911,106659,84,1871,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1150,82918,106655,94,3350,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1175,82907,106667,94,4031,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1200,82916,106666,87,3642,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
0.1225,82926,106666,86,2732,30.51,30.7,99.0,107.0,66.0,36.5,24.0,67.0
